,Provider,age_mode,age_median,deceased_sum,Gender_mode,Race_mode,State_mode,County_mode,No_days_admitted_median,No_days_admitted_mode,No_days_ClaimProcessing_median,No_days_ClaimProcessing_mode,AttendingPhysician_mode,RenalDiseaseIndicator_mode,ChronicCond_Alzheimer_median,ChronicCond_Alzheimer_mode,ChronicCond_Cancer_median,ChronicCond_Cancer_mode,ChronicCond_Depression_median,ChronicCond_Depression_mode,ChronicCond_Diabetes_median,ChronicCond_Diabetes_mode,ChronicCond_Heartfailure_median,ChronicCond_Heartfailure_mode,ChronicCond_IschemicHeart_median,ChronicCond_IschemicHeart_mode,ChronicCond_KidneyDisease_median,ChronicCond_KidneyDisease_mode,ChronicCond_ObstrPulmonary_median,ChronicCond_ObstrPulmonary_mode,ChronicCond_Osteoporasis_median,ChronicCond_Osteoporasis_mode,ChronicCond_rheumatoidarthritis_median,ChronicCond_rheumatoidarthritis_mode,ChronicCond_stroke_median,ChronicCond_stroke_mode,NoOfMonths_PartACov_median,NoOfMonths_PartACov_mode,NoOfMonths_PartBCov_median,NoOfMonths_PartBCov_mode,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_median,OPAnnualDeductibleAmt_sum,OPAnnualDeductibleAmt_median,OPAnnualReimbursementAmt_sum,OPAnnualReimbursementAmt_median,IPAnnualDeductibleAmt_sum,IPAnnualDeductibleAmt_median,IPAnnualReimbursementAmt_sum,IPAnnualReimbursementAmt_median,DeductibleAmtPaid_sum,DeductibleAmtPaid_median,OperatingPhysician_mode,OtherPhysician_mode,no_of_service_provided,PotentialFraud
1596,PRV56752,67.0,78.0,25,0,1,45,910,1.0,1.0,0.0,0.0,PHY417761,0,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,16120,60,21680,160,76490,520,4272,0,27740,0,1188.0,0.0,"['PHY383058', 'PHY410964', 'PHY413978', 'PHY432616']",['PHY410964'],25,No
1597,PRV55131,81.0,82.0,2,0,1,33,331,5.0,1.0,5.0,1.0,PHY419781,1,2.0,2,2.0,2,2.0,2,1.0,1,1.5,1,1.0,1,1.0,1,2.0,2,1.5,1,1.5,1,2.0,2,12,12,12.0,12,47000,23500,580,290,5770,2885,2136,1068,47010,23505,2136.0,1068.0,['PHY419781'],['PHY408798'],2,No
1598,PRV56458,59.0,68.5,54,0,1,44,180,1.0,1.0,0.0,0.0,PHY400613,0,2.0,2,2.0,2,2.0,2,1.0,1,1.5,1,1.0,1,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,53410,200,26420,345,87800,1055,32040,0,224100,0,6618.0,0.0,['PHY380331'],['PHY432499'],54,No
1599,PRV54164,75.0,79.5,2,0,1,24,330,3.0,1.0,2.5,0.0,PHY386590,0,2.0,2,2.0,2,1.0,1,1.0,1,1.5,1,1.5,1,2.0,2,1.5,1,2.0,2,1.5,1,2.0,2,12,12,12.0,12,4100,2050,3670,1835,6530,3265,1068,534,4000,2000,1068.0,534.0,[],[],2,No
1600,PRV51821,72.0,73.0,10,0,1,5,200,6.5,3.0,6.5,3.0,PHY329620,0,1.5,1,2.0,2,1.5,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,1.5,1,2.0,2,12,12,12.0,12,138000,8000,1690,100,14980,805,22020,1068,223700,23980,9612.0,1068.0,['PHY431292'],['PHY431292'],10,No
1601,PRV57350,72.0,72.5,45,0,1,50,40,1.0,1.0,0.0,0.0,PHY400326,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,71390,95,22930,350,57530,675,24564,0,159260,0,9842.0,0.0,['PHY349186'],['PHY427964'],46,No
1602,PRV56915,80.0,80.0,4,0,1,45,190,4.5,1.0,4.5,1.0,PHY314321,1,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,1.5,1,12,12,12.0,12,30900,5000,11830,1230,44390,4905,8544,2136,52080,9590,4272.0,1068.0,"['PHY367244', 'PHY386919', 'PHY430066', 'PHY430929']",[],4,No
1603,PRV56057,79.0,79.0,9,0,1,39,280,5.0,2.0,5.0,2.0,PHY355912,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,2.0,2,12,12,12.0,12,97000,9000,1030,50,5070,180,13884,1068,140710,11000,9612.0,1068.0,['PHY374917'],"['PHY342526', 'PHY429535']",9,No
1604,PRV54756,67.0,73.0,19,0,1,31,590,1.0,1.0,0.0,0.0,PHY340114,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,17390,200,21830,550,78590,1410,13884,0,120600,0,3254.0,0.0,['PHY400656'],"['PHY340114', 'PHY406953']",19,No
1605,PRV56585,60.0,79.0,7,0,1,45,650,3.0,1.0,3.0,0.0,PHY366880,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,25090,3000,4480,490,16440,2100,7476,1068,50320,4000,4272.0,1068.0,"['PHY360697', 'PHY362648', 'PHY364153', 'PHY397837']","['PHY354408', 'PHY390603']",7,No
1606,PRV56224,78.0,73.0,108,0,1,42,150,1.0,1.0,0.0,0.0,PHY402221,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,68950,80,80720,430,265510,1200,38448,0,348130,0,4552.0,0.0,"['PHY325006', 'PHY395205', 'PHY402221', 'PHY420744', 'PHY433472']",['PHY402221'],111,No
1607,PRV51058,82.0,75.0,83,0,1,1,10,1.0,1.0,0.0,0.0,PHY324166,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,107030,80,55110,400,178960,1430,52128,0,450710,0,5540.0,0.0,"['PHY324166', 'PHY374604', 'PHY401582', 'PHY432374']",['PHY324166'],83,No
1608,PRV51304,79.0,75.0,50,0,1,4,220,1.0,1.0,0.0,0.0,PHY419803,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,39350,80,33660,270,133120,1040,20292,0,231950,0,2306.0,0.0,['PHY411316'],['PHY419803'],51,No
1609,PRV57171,77.0,74.0,191,1,1,49,580,1.0,1.0,0.0,0.0,PHY419966,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,54690,80,152400,370,486930,1330,83304,0,816220,0,3864.0,0.0,['PHY419966'],['PHY419966'],191,No
1610,PRV53442,68.0,71.0,46,0,1,19,0,1.0,1.0,0.0,0.0,PHY413582,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,92730,100,53270,560,142640,2065,39516,0,320800,0,8664.0,0.0,['PHY413582'],"['PHY388785', 'PHY412741', 'PHY413582', 'PHY417089']",46,No
1611,PRV56473,79.0,77.0,54,1,1,11,200,1.0,1.0,0.0,0.0,PHY319909,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,71310,100,36700,400,138670,960,39516,0,376690,0,7646.0,0.0,"['PHY411471', 'PHY415063', 'PHY417598']",['PHY319909'],55,No
1612,PRV54384,72.0,75.0,27,0,1,26,141,1.0,1.0,0.0,0.0,PHY347894,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,44280,75,18950,385,50570,1010,16952,0,155470,0,2136.0,0.0,"['PHY318675', 'PHY327409', 'PHY342998', 'PHY357065']",['PHY410426'],28,No
1613,PRV53989,81.0,74.0,27,0,1,23,650,1.0,1.0,0.0,0.0,PHY340653,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,22130,70,10940,330,44860,1540,5340,0,31040,0,1148.0,0.0,['PHY368656'],['PHY340653'],27,No
1614,PRV56135,96.0,78.0,20,0,1,54,280,1.0,1.0,0.0,0.0,PHY418269,0,2.0,2,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,57230,85,14050,410,56020,1355,10476,0,115000,0,2136.0,0.0,"['PHY356305', 'PHY366699', 'PHY418269']",['PHY418269'],22,No
1615,PRV55942,70.0,76.5,79,0,1,39,620,1.0,1.0,0.0,0.0,PHY372839,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,23270,70,42530,330,175080,1145,28836,0,331610,0,2566.0,0.0,['PHY366479'],['PHY329066'],82,No
1616,PRV57215,73.0,73.0,11,1,1,49,920,3.0,1.0,3.0,0.0,PHY353421,0,1.0,1,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,12,12,12.0,12,48970,3000,6880,660,18740,1290,22428,1068,156330,6000,7476.0,1068.0,['PHY409856'],"['PHY347505', 'PHY377321']",11,No
1617,PRV55003,81.0,76.5,76,0,1,33,20,1.0,1.0,0.0,0.0,PHY428860,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,77850,90,49660,315,191570,985,45312,0,456740,0,5350.0,0.0,['PHY315367'],['PHY416488'],76,No
1618,PRV56584,77.0,75.0,54,0,1,45,794,1.0,1.0,0.0,0.0,PHY368229,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,36660,60,20590,340,75310,910,27768,0,239020,0,4352.0,0.0,"['PHY368229', 'PHY423861']",['PHY368229'],55,No
1619,PRV56355,80.0,76.0,115,1,1,43,320,1.0,1.0,0.0,0.0,PHY418200,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,76130,90,67370,400,278360,1680,17088,0,159880,0,4592.0,0.0,['PHY328893'],"['PHY339560', 'PHY421122']",115,No
1620,PRV53024,71.0,78.5,25,0,1,16,130,1.0,1.0,0.0,0.0,PHY428653,0,2.0,2,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,13800,60,18640,575,46140,1575,19756,0,127310,0,2136.0,0.0,"['PHY320383', 'PHY357560', 'PHY367178', 'PHY368517', 'PHY409674', 'PHY428653', 'PHY434102']","['PHY311707', 'PHY321928', 'PHY367178', 'PHY368155', 'PHY379714', 'PHY400520', 'PHY409674', 'PHY428653', 'PHY434102']",26,No
1621,PRV57487,69.0,76.0,15,0,1,51,190,8.0,1.0,8.0,1.0,PHY421695,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,140000,10000,18578,420,67310,470,28836,1068,302730,14500,16020.0,1068.0,['PHY421695'],[],15,No
1622,PRV56772,71.0,73.5,70,0,1,45,120,1.0,1.0,0.0,0.0,PHY324598,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,47960,70,47610,420,163880,1365,65108,1068,535090,0,5470.0,0.0,"['PHY324598', 'PHY339694', 'PHY340051', 'PHY343678', 'PHY352657', 'PHY357043', 'PHY360188', 'PHY363368', 'PHY387818', 'PHY389926', 'PHY393804', 'PHY402037', 'PHY407971', 'PHY421421', 'PHY427422']",['PHY324598'],70,No
1623,PRV55434,73.0,76.5,40,0,1,36,260,1.0,1.0,0.0,0.0,PHY365043,0,2.0,2,2.0,2,2.0,2,1.0,1,1.5,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,69800,85,21470,245,73220,720,29768,0,260460,0,8664.0,0.0,['PHY317629'],"['PHY325220', 'PHY356798']",40,No
1624,PRV54832,83.0,76.0,59,0,1,5,200,1.0,1.0,0.0,0.0,PHY386393,0,1.5,1,2.0,2,1.5,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,95240,90,42930,490,135030,1395,32040,0,336170,0,5450.0,0.0,"['PHY360599', 'PHY386393', 'PHY391943']",['PHY386393'],60,Yes
1625,PRV53463,71.0,71.0,76,0,1,19,150,1.0,1.0,0.0,0.0,PHY411354,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,38030,70,55800,300,194070,1330,55536,0,503140,0,3354.0,0.0,['PHY411354'],['PHY411354'],76,No
1626,PRV52282,67.0,75.5,6,0,1,10,400,5.5,3.0,5.5,3.0,PHY347456,0,2.0,2,1.0,1,1.5,1,1.5,1,1.0,1,1.0,1,1.0,1,1.5,1,2.0,2,1.5,1,2.0,2,12,12,12.0,12,77000,13000,3700,435,7490,450,8544,1068,95400,13160,5340.0,1068.0,['PHY347456'],[],6,No
1627,PRV51440,82.0,77.0,70,0,1,5,0,1.0,1.0,0.0,0.0,PHY363323,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,106380,90,50820,250,183990,1220,40040,0,274040,0,6508.0,0.0,['PHY363323'],['PHY363323'],71,No
1628,PRV54155,74.0,75.0,51,0,1,24,740,1.0,1.0,0.0,0.0,PHY415569,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,24440,80,25680,280,66350,1250,4272,0,37700,0,1288.0,0.0,"['PHY335046', 'PHY415569']",['PHY350546'],51,No
1629,PRV52609,78.0,75.0,133,1,1,14,880,1.0,1.0,0.0,0.0,PHY379631,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,98690,80,87470,300,287350,1300,54468,0,514240,0,5750.0,0.0,['PHY348905'],['PHY379631'],133,Yes
1630,PRV52896,68.0,72.0,141,0,1,15,810,1.0,1.0,0.0,0.0,PHY389230,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,300920,100,77330,350,260270,1320,97984,0,1235100,0,18356.0,0.0,"['PHY364537', 'PHY369247']",['PHY338244'],142,No
1631,PRV51690,73.0,74.0,254,0,1,5,150,1.0,1.0,0.0,0.0,PHY375024,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,125280,90,201680,330,683520,1090,132848,0,1206430,0,7816.0,0.0,['PHY375024'],['PHY375024'],255,No
1632,PRV52518,68.0,70.0,51,0,1,29,10,1.0,1.0,0.0,0.0,PHY424321,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,72340,70,29890,350,104610,1280,21360,0,238310,0,1168.0,0.0,['PHY356728'],['PHY338663'],51,No
1633,PRV56470,66.0,72.0,37,0,1,44,480,1.0,1.0,0.0,0.0,PHY330768,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,35610,80,10450,200,46170,840,20292,0,140720,0,5470.0,0.0,['PHY321606'],['PHY330768'],37,No
1634,PRV56002,75.0,75.0,32,0,1,39,110,1.0,1.0,0.0,0.0,PHY362203,0,2.0,2,2.0,2,1.5,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,177810,350,16280,310,56300,835,24564,1068,254550,3500,11748.0,0.0,['PHY336360'],"['PHY359879', 'PHY397442', 'PHY426358']",32,No
1635,PRV51427,71.0,72.0,58,0,1,5,0,1.0,1.0,0.0,0.0,PHY409556,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,58770,100,36180,435,139470,1560,30972,0,280370,0,5510.0,0.0,"['PHY333665', 'PHY336223', 'PHY340381', 'PHY341070', 'PHY373336', 'PHY373509', 'PHY391601', 'PHY396002', 'PHY409556']","['PHY396002', 'PHY414886']",58,No
1636,PRV53609,66.0,74.0,182,0,1,7,60,1.0,1.0,0.0,0.0,PHY431893,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,60050,70,132870,330,436720,1070,100052,0,929450,0,2436.0,0.0,['PHY405941'],['PHY431893'],183,No
1637,PRV53309,67.0,76.0,63,0,1,18,984,1.0,1.0,0.0,0.0,PHY425595,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,12,12,12.0,12,45260,100,44840,290,143510,1370,35244,0,184250,0,4482.0,0.0,"['PHY319090', 'PHY365980']",['PHY425595'],63,No
1638,PRV57638,43.0,74.0,9,0,1,52,650,5.0,1.0,5.0,1.0,PHY377516,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,1.0,1,2.0,2,12,12,12.0,12,72400,7000,3820,370,17470,330,16020,2136,126190,16080,9612.0,1068.0,['PHY377516'],"['PHY377516', 'PHY430091']",9,No
1639,PRV51596,73.0,73.0,50,0,1,5,0,1.0,1.0,0.0,0.0,PHY322181,0,2.0,2,2.0,2,2.0,2,1.0,1,1.5,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,41830,80,36170,335,133180,1090,21360,0,155020,0,3484.0,0.0,"['PHY312724', 'PHY324737', 'PHY344311', 'PHY359124', 'PHY380548', 'PHY387928', 'PHY393868', 'PHY396992', 'PHY399497', 'PHY407107', 'PHY414501']","['PHY317966', 'PHY373733', 'PHY399503', 'PHY407107']",50,No
1640,PRV51599,62.0,79.0,5,0,1,5,400,1.0,1.0,1.0,0.0,PHY319285,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,16210,3000,1060,250,2830,210,6408,1068,72000,6000,3204.0,1068.0,[],[],5,No
1641,PRV54842,77.0,73.0,129,1,1,32,140,1.0,1.0,0.0,0.0,PHY407356,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,62420,95,67810,415,257210,1050,42720,0,469590,0,3534.0,0.0,['PHY351034'],['PHY340363'],130,No
1642,PRV51153,68.0,74.0,85,0,1,3,10,1.0,1.0,0.0,0.0,PHY311419,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,71490,80,41530,300,143540,1060,51128,0,622840,0,4902.0,0.0,"['PHY387135', 'PHY407780']",['PHY311419'],87,No
1643,PRV57074,90.0,85.0,7,1,1,45,550,5.0,6.0,5.0,6.0,PHY314346,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,59000,6000,10180,160,35120,1700,9612,1068,93800,11000,7476.0,1068.0,['PHY314994'],[],7,No
1644,PRV54568,71.0,74.5,56,0,1,28,540,1.0,1.0,0.0,0.0,PHY392378,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,53640,75,25420,310,70120,730,46992,0,496730,0,5340.0,0.0,['PHY392378'],['PHY392378'],56,No
1645,PRV51358,74.0,76.0,17,0,1,5,540,1.0,1.0,0.0,0.0,PHY324235,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,12,12,12.0,12,61210,100,10330,220,25510,820,14952,1068,146710,4000,7536.0,0.0,['PHY329962'],"['PHY427804', 'PHY434045']",17,No
1646,PRV51932,67.0,76.0,21,0,1,7,70,1.0,1.0,0.0,0.0,PHY353028,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,31970,100,15470,570,66930,2530,10980,0,159680,0,2216.0,0.0,"['PHY325467', 'PHY390955', 'PHY391297', 'PHY393371']",['PHY420620'],21,No
1647,PRV55518,71.0,74.0,235,0,1,36,170,1.0,1.0,0.0,0.0,PHY390819,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,205770,100,181990,370,705350,1370,124688,0,1081670,0,12438.0,0.0,['PHY380659'],['PHY390819'],235,No
1648,PRV54834,66.0,71.5,16,0,1,32,60,1.0,1.0,1.0,0.0,PHY384223,0,2.0,2,2.0,2,1.5,1,1.0,1,1.0,1,1.0,1,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,59300,250,13290,520,41710,1075,21224,1068,174440,7100,6608.0,0.0,"['PHY329843', 'PHY406525', 'PHY412729', 'PHY417069']",['PHY384223'],16,No
1649,PRV55178,78.0,78.0,30,0,1,34,110,1.0,1.0,0.0,0.0,PHY399340,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,18510,80,16680,290,69030,1200,17088,0,101910,0,2136.0,0.0,"['PHY330006', 'PHY416313', 'PHY419648']",['PHY323160'],31,No
1650,PRV56885,75.0,75.0,10,0,1,45,754,4.0,1.0,4.0,1.0,PHY348600,0,1.0,1,2.0,2,1.5,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,1.0,1,12,12,12.0,12,66050,6500,5960,520,41450,3710,37904,3204,216340,24580,9612.0,1068.0,['PHY348600'],[],10,No
1651,PRV55864,68.0,77.0,89,1,1,38,300,1.0,1.0,0.0,0.0,PHY432438,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,85400,80,33700,300,193020,1270,71724,0,464800,0,4322.0,0.0,['PHY432438'],['PHY432438'],89,No
1652,PRV52653,73.0,72.5,14,0,1,14,50,1.0,1.0,0.0,0.0,PHY340180,0,2.0,2,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,68950,100,7350,220,14550,570,27612,0,128300,0,4272.0,0.0,"['PHY342354', 'PHY342883', 'PHY365994', 'PHY383218', 'PHY394719']",['PHY340180'],14,No
1653,PRV51233,47.0,73.0,3,1,1,3,40,5.0,2.0,5.0,2.0,PHY365519,0,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,27000,8000,1620,120,1870,270,5340,2136,38020,16000,3204.0,1068.0,['PHY422384'],['PHY422384'],3,No
1654,PRV56263,74.0,77.5,18,0,1,42,150,1.0,1.0,0.0,0.0,PHY360203,0,2.0,2,2.0,2,1.5,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,22940,70,7980,215,25560,865,9912,534,52800,0,2336.0,0.0,"['PHY319996', 'PHY347003', 'PHY360203', 'PHY392977', 'PHY431905']","['PHY319996', 'PHY355371', 'PHY356814', 'PHY369258', 'PHY391064', 'PHY391114', 'PHY392977', 'PHY398667', 'PHY433931']",18,No
1655,PRV51237,90.0,90.0,1,1,1,3,70,1.0,1.0,1.0,1.0,PHY414110,1,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,1.0,1,2.0,2,12,12,12.0,12,19000,19000,3340,3340,17640,17640,3204,3204,32000,32000,1068.0,1068.0,['PHY407582'],[],1,No
1656,PRV56749,81.0,75.5,27,0,1,45,480,1.0,1.0,0.0,0.0,PHY346135,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,110210,200,18420,210,73240,1145,22428,534,240840,1000,10680.0,0.0,['PHY395371'],"['PHY371089', 'PHY403548', 'PHY412316', 'PHY414195', 'PHY419642', 'PHY426041']",28,No
1657,PRV57076,63.0,67.5,2,0,1,45,610,6.0,4.0,6.0,4.0,PHY418425,0,1.5,1,2.0,2,1.5,1,1.5,1,1.5,1,1.0,1,1.5,1,1.5,1,2.0,2,1.5,1,2.0,2,12,12,12.0,12,10000,5000,1120,560,1540,770,2136,1068,16000,8000,1068.0,1068.0,['PHY418425'],[],2,No
1658,PRV56269,72.0,74.0,17,1,1,42,410,1.0,1.0,0.0,0.0,PHY328674,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,83230,700,10410,260,36510,1170,20292,1068,174380,7400,8644.0,100.0,['PHY344850'],"['PHY373013', 'PHY390818', 'PHY422992']",17,No
1659,PRV56247,73.0,74.5,26,1,1,42,230,1.0,1.0,0.0,0.0,PHY355670,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.5,1,2.0,2,2.0,2,1.5,1,2.0,2,2.0,2,12,12,12.0,12,20410,70,10240,335,61510,1480,10544,0,131680,0,2256.0,0.0,['PHY355670'],['PHY355670'],26,No
1660,PRV53317,70.0,74.0,16,0,1,18,910,1.0,1.0,0.0,0.0,PHY319929,0,2.0,2,2.0,2,2.0,2,1.0,1,1.5,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,45850,100,4960,165,10770,390,13884,0,122360,0,5360.0,0.0,['PHY371842'],"['PHY344761', 'PHY360412', 'PHY384325']",16,No
1661,PRV56701,68.0,75.0,22,0,1,45,220,1.0,1.0,0.0,0.0,PHY319046,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,36680,100,9050,400,32850,1150,11748,0,81320,0,4272.0,0.0,['PHY432046'],['PHY392916'],23,No
